user_id,subscription_duration,recent_login_time,average_login_time,average_time_per_learning_session,monthly_active_learning_days,total_completed_courses,recent_learning_achievement,abandoned_learning_sessions,community_engagement_level,preferred_difficulty_level,subscription_type,customer_inquiry_history,payment_pattern,target
d728da88,16,7,10.10963123,50.63540875,6,11,87.53983798,5,1,Medium,Basic,2,2,0
3e8acca0,10,15,13.80338434,2.318459929,14,9,72.83731078,2,3,Medium,Basic,2,6,0
1f66bf8b,9,27,15.63722423,28.08716527,8,6,57.44691171,6,4,High,Basic,4,5,0
6c70d1e5,21,18,18.87190649,6.918046581,22,19,77.74135638,6,5,Low,Premium,2,5,0
7d5557ae,23,14,12.6563407,13.28622567,24,16,82.43092745,4,2,Low,Basic,1,7,0
64067d21,11,10,13.5479025,78.23509505,2,8,63.25862145,0,3,Medium,Basic,4,6,1
32e2fded,13,3,15.28054297,7.965458965,14,8,78.35824684,2,3,Low,Basic,2,5,1
4b5cf63d,13,17,15.52839168,31.44835362,11,11,75.23806042,3,5,High,Premium,1,1,1
491262c0,4,15,15.67550267,39.77700542,10,15,75.03168846,3,3,Low,Basic,1,2,1
20940af7,23,2,22.78728466,32.80017639,7,13,61.12282268,3,4,Low,Premium,2,2,0
97e88369,13,25,18.00054498,144.5405831,24,13,80.49075689,2,5,Low,Premium,3,5,0
7eb44b76,22,7,13.91493321,3.917828793,13,11,86.53078358,6,4,Medium,Basic,3,4,0
f9dc7fb7,9,19,11.34043381,67.46559192,16,14,91.12881484,2,5,Low,Basic,3,2,0
a31f0121,10,25,14.7557424,41.18458598,22,14,71.58935373,7,3,Medium,Basic,1,5,1
3a534602,1,14,23.00581702,57.25295285,6,8,62.06233212,2,4,Low,Premium,3,1,0
bf9f6774,7,8,14.23006272,27.9911301,8,5,58.53033393,1,3,Medium,Basic,1,3,1
624313d3,21,7,13.23376489,130.6936367,3,19,67.66531451,3,5,Low,Premium,2,6,0
abf4b14b,9,26,15.87613745,122.5635585,23,8,76.03724595,1,5,Medium,Basic,2,0,1
32557dfb,5,13,12.87949067,1.773152838,10,10,83.3874892,0,5,Medium,Premium,6,6,0
5f5cc46b,22,29,17.58544677,1.912044254,17,12,75.14807558,4,5,Low,Premium,4,4,1
a49c1c30,22,2,17.98720709,25.58145677,10,10,80.64590533,3,2,Low,Basic,1,1,1
6853955c,7,6,11.98849031,213.9493665,4,18,61.96003451,3,5,High,Premium,2,3,1
196a7ebc,13,25,11.12210909,8.07938973,3,14,69.1532198,2,3,Low,Basic,3,3,0
f959d870,8,27,17.74618743,9.558336872,23,7,59.16049934,2,3,High,Basic,1,6,1
0a91231d,4,28,14.07387774,125.6612907,18,7,72.36127013,5,5,Low,Basic,2,3,1
f65a007a,11,14,17.28889701,169.1528878,4,13,74.92752266,1,4,Low,Basic,3,0,0
94a3b285,18,16,16.49014745,8.250899082,17,10,83.84393297,2,1,Medium,Basic,1,0,0
f12aba1a,18,16,13.99921404,139.9664707,22,14,71.32388901,2,5,Low,Premium,2,7,1
d24a013f,18,19,16.73446498,4.768337764,8,9,59.06170058,2,2,High,Basic,4,0,0
2452f683,15,25,15.32580116,29.81021092,11,7,66.12779478,3,5,High,Basic,1,1,1
860e9e78,10,1,16.16790931,17.29173353,23,14,70.75050185,3,5,Low,Premium,0,4,0
c36e4953,13,29,18.33547396,58.28083084,19,15,73.44220284,3,5,Low,Basic,6,3,1
d0e775fb,13,14,12.14694321,58.23149806,22,13,61.85339736,3,5,Low,Premium,3,0,1
38f785ce,5,19,16.24603593,49.51624919,7,10,73.30270477,2,5,Medium,Premium,0,7,1
d26be09d,9,7,13.17238872,1.720790658,22,11,72.23463135,6,1,Medium,Basic,3,7,1
c1497524,10,23,11.5986865,127.608962,18,11,79.45767409,0,2,Medium,Basic,5,4,1
12b8d170,4,19,9.207543834,51.17248661,11,15,84.02102339,3,5,Medium,Premium,0,6,1
fe038bd8,2,15,14.94991364,60.80586718,11,5,76.39790438,2,1,High,Basic,3,1,0
552a1926,7,17,16.42303214,11.24148053,9,17,92.42964268,3,4,Low,Basic,1,3,1
480c3ebe,21,28,12.99095111,6.242895024,6,13,70.40065619,4,2,Low,Basic,5,5,0
135636f9,14,29,9.754406931,40.96903541,13,12,68.40251496,2,2,Medium,Basic,0,2,1
0c9ad189,13,25,14.08811387,16.17298507,8,15,79.32843627,4,5,Low,Premium,1,0,1
355cfefc,6,11,15.36854098,90.17813869,22,12,89.98353257,2,5,Low,Basic,0,3,1
243b8cfc,1,17,18.11588123,5.931442098,20,13,87.4329443,5,1,Medium,Basic,2,4,1
cda43954,8,13,11.55991133,108.7144614,6,10,70.79166395,1,2,Medium,Basic,2,1,1
381775a5,7,16,14.6883179,18.6959723,12,11,79.48959963,2,4,High,Premium,1,5,0
cc80fd06,7,4,8.833921205,84.4355478,20,18,76.68907217,2,5,High,Premium,4,7,1
1a0b4e09,8,27,14.28015994,95.22040812,15,13,70.0739399,2,4,Low,Basic,4,5,0
9be424b5,19,23,11.03965077,36.17245781,12,13,74.57775338,2,3,Medium,Premium,2,2,0
415c9071,18,10,8.944723051,94.98830577,19,14,51.33727763,4,3,Medium,Premium,2,3,1
3c7215d9,12,10,14.981309,12.81510164,15,13,56.41160445,1,3,High,Premium,0,2,1
2acf190f,18,24,16.09118971,27.7549188,1,9,78.81225724,3,2,Medium,Basic,0,2,1
1cd8dfc4,6,9,13.19783067,107.9439067,24,21,67.42174598,3,5,Low,Premium,1,5,0
06f94672,19,20,13.6116157,17.28359428,22,16,87.56968851,1,4,Low,Basic,2,7,1
a08826d5,18,22,12.30818888,33.10888503,8,10,71.64815716,1,3,Medium,Basic,3,6,1
ce03e9f0,10,26,11.03929109,85.77602728,13,15,67.30741441,1,5,High,Premium,1,5,1
685a0e4a,13,15,15.77511156,100.5170245,16,12,79.60778991,2,2,High,Basic,1,7,1
4094a9f9,18,3,6.409040036,116.9944046,3,17,83.27399822,4,5,Low,Premium,3,7,0
19cddeac,5,25,16.85561588,10.85371345,24,9,63.85233345,4,2,Medium,Basic,1,6,1
379d50c0,1,6,13.57974656,50.20862357,17,16,83.16270102,3,5,Medium,Basic,3,0,1
7ab91afe,4,7,14.14576974,29.41773728,17,13,72.32895965,2,5,Low,Premium,0,5,1
47d88177,23,12,12.50967411,35.44941983,17,9,89.07335072,2,4,Low,Basic,2,5,0
0c768d9b,13,10,11.66769101,44.84771975,13,15,67.11131885,2,5,Low,Premium,1,1,1
becf6c26,22,8,9.902116903,84.2307968,3,9,76.5617433,3,2,Low,Basic,1,2,1
4a040aab,16,12,19.29807003,6.734499911,15,11,62.59857257,5,2,Low,Basic,1,3,1
3194a8eb,6,27,10.18458858,44.54680264,5,12,62.22467213,1,5,Low,Basic,2,5,0
f2f91f23,21,5,15.1807485,11.3891233,22,15,67.35362641,4,5,High,Premium,3,0,0
3e523aa4,8,13,10.19919873,274.5118029,21,16,68.52448217,4,5,Medium,Premium,1,1,1
af62b5d5,15,24,17.00646535,22.0800707,11,14,95.05731558,4,5,Low,Premium,2,4,0
0e6d2e7f,6,7,11.03796232,66.44930331,9,11,85.87604944,4,5,Low,Premium,1,6,1
eebaa59b,18,23,20.51179821,60.47875042,22,13,63.04570928,2,5,Medium,Premium,4,5,1
0469efb3,19,17,13.09089989,14.72941905,16,13,73.19276136,0,4,High,Basic,3,2,1
975c8f10,19,2,10.95592867,99.76298547,16,15,66.86440022,2,5,Low,Premium,1,4,1
b02ae069,18,19,15.48573273,1.438505339,5,12,62.38937289,1,3,Medium,Basic,3,1,1
c77d0272,2,6,14.38570482,5.118329158,20,15,65.65355099,3,5,Low,Premium,1,7,1
61531be6,11,4,9.402184389,47.38065458,17,6,78.90524209,4,5,Medium,Basic,1,4,1
945a6cd7,18,18,14.06740961,14.18260256,8,9,60.29004213,2,1,High,Basic,5,6,0
0d0e9763,10,11,19.55091169,108.2057829,15,15,81.8164172,1,5,Low,Premium,0,3,0
2f24b130,5,24,11.8653337,50.14277883,8,9,70.03412382,1,5,Medium,Premium,3,3,1
d4af21eb,9,4,10.63617535,19.92271377,8,13,73.42717974,4,4,Low,Basic,1,2,0
b80ae380,19,22,13.67129192,3.445901676,12,11,70.81156928,4,5,Medium,Basic,1,7,0
caf2e773,6,10,17.39155024,5.759518815,15,18,86.87323252,1,4,Low,Basic,3,1,0
4.18E+11,8,26,9.195645635,75.09005195,3,7,84.30875383,3,5,Medium,Basic,1,5,1
4148db27,2,13,8.075657266,37.65729402,20,8,55.44887003,5,1,High,Basic,4,0,1
8fb804ff,18,19,15.09847289,29.63123759,24,13,85.49657981,1,5,High,Premium,4,4,1
d4af5b03,16,19,13.9813298,32.26846476,7,8,64.65474653,3,1,Medium,Basic,2,0,1
fe7ba1df,8,8,18.41124945,20.43083884,1,13,83.23673797,3,2,Low,Basic,3,6,1
530ae83c,17,13,14.65160335,28.34803456,18,11,80.49534591,3,5,Medium,Basic,0,3,0
ff97cfaf,18,1,19.72875994,139.4634069,16,18,80.49770767,3,5,Low,Premium,2,3,0
26ea26c6,7,9,14.09014894,56.67648531,10,14,98.41356516,1,5,Low,Premium,8,4,1
939149b4,9,28,16.45282149,7.113927686,5,15,91.4840898,8,2,High,Basic,2,2,1
c03cafc2,7,17,15.40117366,118.210605,18,19,67.73504285,1,4,Low,Premium,1,6,1
db522f9b,3,27,11.85405866,108.1877341,1,12,78.20818663,2,2,Low,Basic,3,1,0
ba930f2c,6,17,17.45340724,48.40601034,17,12,77.82482468,1,5,Low,Basic,0,6,1
0fdd89b7,5,24,8.287424712,49.88480448,13,15,68.99675642,2,1,Medium,Basic,1,7,0
7c411632,3,19,4.57854295,36.02488466,6,20,79.45769615,5,5,Low,Premium,4,1,1
27232325,14,24,17.08879688,81.35637065,21,9,92.16915518,4,3,Medium,Basic,2,5,1
e6ca032c,18,14,19.65736441,106.616324,20,8,75.15927565,5,1,Medium,Basic,1,0,1
3d30e3a1,7,18,17.6110387,4.373656547,8,18,58.42067435,1,5,High,Premium,1,3,1
624be5fe,11,9,20.0970101,13.09196516,18,12,64.16872983,4,3,Low,Basic,1,2,1
30508c0e,20,6,12.77660808,174.56272,18,7,69.97232723,2,4,High,Basic,4,3,0
540554d9,14,17,15.12369807,3.294117658,6,13,68.52290347,1,5,Low,Basic,4,4,1
84af92ad,16,19,12.64846435,73.01293437,24,6,89.06369092,2,1,Medium,Basic,4,2,1
ff3da750,21,9,20.06619028,16.70814893,16,16,78.52801509,2,5,Low,Premium,2,7,0
ea55db67,22,2,17.96054225,86.26502708,3,12,86.22671616,1,4,High,Basic,0,0,1
89f27a8e,16,4,11.05625837,59.86883203,5,18,59.64731161,2,4,High,Basic,4,7,0
d106b4c5,23,12,14.38518042,32.62942416,1,12,78.19779075,2,5,High,Premium,1,6,0
dc0536fa,4,17,15.23395132,67.94410593,23,15,72.93972123,2,5,Low,Basic,1,7,1
59b8a324,16,12,16.11677584,28.34580638,8,7,88.49663905,7,4,High,Premium,6,4,0
31e9703a,8,12,13.88632443,1.508430849,15,8,81.23529207,3,2,Low,Basic,0,1,1
3a463066,9,28,16.62898668,33.33426874,4,12,75.42133144,7,5,Low,Basic,3,4,0
b2f701d0,5,3,12.52528228,84.29571287,8,5,71.4578903,1,1,Medium,Basic,1,4,1
a8079fec,18,13,9.798556375,74.51639462,1,14,68.42097481,3,5,Medium,Premium,0,0,1
d51bdb72,13,10,16.60279168,15.37853856,16,10,68.74994357,6,5,Low,Basic,2,2,1
e23ba032,15,6,15.07152846,75.49281518,23,17,81.84033491,1,2,Medium,Basic,1,4,1
ffb14cb4,10,29,15.78358016,172.6924757,13,16,88.49180491,2,4,High,Premium,1,6,1
befb1de1,5,12,16.30606177,26.09049236,18,13,68.20196558,1,5,Low,Premium,3,3,1
8032153b,4,1,17.65308304,33.72664109,17,5,85.31149732,3,1,Medium,Basic,1,6,1
de473d62,19,3,14.40327101,30.99181564,11,10,78.70824802,2,5,Low,Basic,0,4,1
a219f208,15,7,12.81851072,26.25811509,8,12,98.03431136,4,4,Low,Basic,1,7,0
57728ea8,8,29,14.30836729,88.79507597,22,10,66.17629341,3,4,Low,Basic,4,0,0
8b11bd57,21,27,9.001815136,24.84398281,12,14,77.7793973,5,5,High,Premium,3,1,1
154be8ea,5,17,12.54164206,12.59248074,13,15,77.37601846,2,5,Low,Premium,0,1,0
8b950a32,9,8,12.8443804,27.43734029,2,25,64.00015739,2,5,Low,Premium,0,7,0
8a2d22c4,17,10,16.42682855,16.52404063,18,10,51.37416283,3,5,Medium,Basic,1,6,1
84ce8750,8,27,11.20450398,61.49174099,13,25,100.0041527,1,5,Low,Basic,4,0,1
2d19d656,14,10,15.97589114,190.1922793,1,14,74.96863065,2,5,Low,Premium,0,5,1
ddc5ed5e,12,12,11.12451851,33.74026851,2,16,69.23847093,6,5,Low,Basic,3,4,1
9fab5e1c,9,4,11.19024878,10.15907783,9,7,65.44713232,3,1,Medium,Basic,2,0,1
dbccf77b,22,8,16.99076696,87.94815593,3,6,63.51331326,0,3,Low,Basic,0,1,0
400d567a,16,22,13.69303249,29.4196942,16,17,77.25287718,4,5,High,Basic,3,6,0
1a86fa1b,1,4,11.77061875,2.237488986,8,7,88.54437829,6,1,Medium,Basic,2,4,0
c09d16e8,1,28,12.57179482,83.44956911,17,15,86.92397147,4,5,Low,Premium,3,4,0
19738701,10,2,11.57921594,22.45022197,22,11,64.54701343,1,5,Low,Premium,1,7,1
f4d020b4,12,16,9.263925203,9.665556427,12,9,79.25071475,4,3,Medium,Premium,1,1,1
015ae508,3,29,14.23963753,25.7639394,9,13,68.46587945,1,4,High,Basic,2,1,1
9d7226a4,21,28,14.6374296,17.33009036,22,11,65.82966008,5,5,Low,Basic,1,2,1
b171de46,23,20,16.19313278,12.22361965,24,11,56.75872317,5,4,Low,Basic,5,7,0
129e8ef1,1,21,16.82136064,79.7116358,10,21,81.94074145,5,5,Low,Premium,0,2,1
9309f775,8,21,13.8266528,68.88370311,14,17,85.89176048,0,5,Medium,Premium,0,3,1
e38503c3,22,28,13.92552285,9.384946303,22,10,86.35473344,2,5,Low,Premium,1,0,1
58ce3fad,21,23,15.28971618,63.90315651,10,15,83.4299295,3,5,Low,Basic,1,7,1
2a3c26f7,20,9,14.53448234,96.02106705,17,7,69.21122034,4,5,Medium,Basic,2,2,0
38d146c7,16,13,11.03985806,28.80645476,14,11,71.12477187,3,5,Low,Basic,0,6,1
95f6c0bb,6,14,13.56104842,53.68525188,11,12,69.49035375,3,2,Medium,Basic,0,7,0
c3799019,20,3,9.275196133,26.39690791,24,14,55.04770134,5,5,Low,Premium,0,1,0
c5f65cd6,11,26,9.538838139,39.99896354,9,16,83.2186138,3,5,Low,Premium,3,1,0
c0caa0f0,14,28,14.33279931,115.3129876,17,11,81.79811067,2,2,Low,Basic,3,4,1
5696dc5f,13,22,12.05750858,35.65551126,10,15,86.46031,4,5,Low,Premium,2,3,0
30e694f3,23,12,11.30873898,55.75745152,20,8,64.55047864,4,4,High,Basic,3,7,0
319210f1,4,27,17.69712983,34.71506241,2,11,69.29601424,2,3,Medium,Basic,2,7,0
d0ecf1d9,2,25,17.35545726,93.0312922,10,15,80.75079054,1,4,Low,Premium,2,1,0
3fee9f6f,22,6,16.30572623,15.21705772,4,11,67.15147128,5,5,Low,Basic,5,0,1
67012210,3,8,17.68096651,84.11890215,15,9,69.82257804,3,2,Medium,Basic,4,0,0
e2f0e929,7,17,14.12870379,2.859407941,1,11,77.71903692,5,3,High,Premium,1,5,0
131c4679,18,29,18.56629453,5.087185391,19,11,80.76306473,7,3,Medium,Premium,1,1,1
2987352f,14,26,7.691504173,56.61685178,24,7,92.5602087,3,3,Medium,Basic,6,5,1
25cab3ce,10,20,18.90738558,85.57783367,20,9,82.86737761,4,2,Medium,Basic,1,6,0
b3db162c,10,4,15.93168271,71.53314881,13,18,66.99412351,3,5,Low,Premium,2,0,1
2dda380d,6,3,15.96045407,3.069702732,15,4,61.69412638,0,3,High,Basic,2,4,1
9889ac90,15,6,16.10096829,22.4827037,22,16,61.74281664,4,5,Low,Basic,4,4,0
6aa5d8b9,16,20,14.55894897,34.5882931,13,16,82.7249114,1,5,Low,Basic,0,5,0
eb94d0bc,8,14,16.95157589,13.6917051,12,15,56.02920018,4,5,Low,Basic,2,0,0
1.49E+285,23,19,13.51965481,154.3523686,23,7,84.18469353,4,2,Medium,Basic,3,6,0
4e8b2972,5,14,17.74048422,60.90704461,14,12,69.98589693,4,3,Low,Basic,5,2,1
ef3e6d95,4,21,16.61547259,7.112855822,13,8,80.12178176,0,5,Low,Basic,2,2,1
b337e5b1,8,22,10.52783695,9.011064849,6,9,72.66133874,1,3,Low,Basic,1,3,1
fff3144f,10,1,12.46731067,5.454073067,10,15,55.26775143,5,4,Medium,Premium,2,0,1
f9b56a66,10,19,20.08558043,9.339462862,19,9,62.31475126,2,3,Low,Basic,1,7,0
49f2c1d0,21,1,15.43836726,69.20465086,4,13,80.42170891,0,3,Medium,Premium,2,2,0
c7174800,8,4,15.72021597,95.00278182,8,11,78.56621256,2,3,High,Basic,1,2,1
5e081771,21,26,9.965474688,175.1435134,24,19,47.28070585,1,5,Low,Premium,0,2,1
596abf6c,12,28,21.36011305,105.6566004,17,6,75.1200191,4,5,Medium,Basic,1,6,1
590f6898,7,25,16.15310328,3.67447328,23,12,77.26608976,7,2,Low,Basic,3,3,1
63ed56e3,14,17,15.59198982,14.57133944,13,13,90.2332079,2,5,Low,Premium,1,2,1
f2d7f96f,3,4,10.71219436,19.38353379,9,17,69.7228774,6,3,Medium,Premium,0,7,0
21fab0de,8,18,13.67853385,20.13893383,24,18,83.99279051,6,5,Low,Premium,0,4,0
b5a28dfe,4,4,12.94100055,43.79696796,3,12,84.16218628,1,3,Low,Basic,1,5,1
64a346ee,13,4,15.29772137,24.82569923,1,12,88.24527199,3,1,Medium,Basic,0,5,1
e27e797a,1,9,17.79200704,17.88366616,7,13,71.61939053,4,4,High,Premium,2,5,0
9e436e86,6,22,15.46767235,68.79936921,3,12,72.8088352,1,4,Low,Basic,3,5,0
ba852912,1,1,12.28733951,58.08385055,1,18,76.80249707,3,4,High,Premium,1,2,0
48494939,4,11,16.50343519,54.37894307,24,15,82.79152517,4,5,Medium,Premium,0,4,1
c662f8af,11,25,10.70527206,16.91569078,4,6,78.60312471,2,4,High,Basic,2,2,1
3a8d5d0e,18,16,19.13242444,4.768976939,2,10,81.35683747,2,3,Medium,Basic,2,6,1
2f19ed5f,17,18,16.38850408,258.5525413,24,16,74.05012885,1,4,Low,Premium,1,5,1
cbacbc0f,9,24,19.83574554,147.539291,12,12,73.48902225,4,5,Medium,Premium,3,0,1
6f5bdaa8,19,4,17.15971372,28.70591206,7,12,85.52471902,4,5,Low,Basic,1,0,0
22c3e059,21,25,15.7520298,57.51127736,5,19,66.07509196,2,5,Low,Premium,3,7,0
eb7c45ed,16,26,17.90318411,67.29610801,12,13,76.1349708,2,2,Low,Basic,1,1,0
a2d68fc8,11,18,14.18054517,42.65622228,21,8,82.76235435,3,3,Low,Basic,2,3,0
5e96a6f8,20,28,10.4875761,60.70859616,11,7,73.95825293,4,4,Medium,Basic,1,5,0
fb558877,6,29,21.0830498,79.68930749,12,11,62.28280661,2,2,Low,Basic,1,2,1
066d4c25,14,27,12.59621351,60.53311184,12,7,76.91170681,3,5,Medium,Basic,2,2,1
730e89be,4,21,14.47210628,47.37737977,10,20,77.46940233,3,3,Low,Basic,5,7,1
8aa74113,5,29,13.45106534,48.61773431,1,18,70.09218914,3,5,Low,Premium,5,7,1
45e72de6,4,27,12.24360307,10.21911674,22,7,74.55097994,5,3,Low,Basic,1,7,1
70d9cced,4,22,21.64538534,29.74944127,16,13,63.41763003,4,4,High,Premium,0,5,0
f3c1f3b7,8,15,15.94392106,94.36691759,10,12,56.61659031,5,2,Low,Basic,1,5,0
22ef6bb9,23,18,17.34093896,138.1840183,10,18,60.24088935,3,5,High,Premium,2,0,0
9c6064b0,11,12,23.36502976,41.92790745,10,15,93.87964194,3,2,Low,Basic,4,5,1
39032660,21,23,14.9316482,49.93298556,6,16,87.2049467,1,5,Low,Premium,1,1,0
936dd9b9,9,2,10.97927658,24.38291142,5,10,82.25479522,6,3,Low,Basic,1,1,0
3658362a,9,26,12.57955884,5.385552122,13,18,53.51188852,3,5,Low,Premium,1,5,1
0203d0ef,18,14,13.41765578,34.47824015,24,8,55.91221692,8,5,Low,Basic,0,7,1
2ed792a0,18,23,14.78543203,7.649331106,18,11,83.36374391,3,1,Medium,Basic,1,7,1
1ef3a80d,6,28,13.99054102,96.81226915,10,14,76.25497153,4,3,Low,Basic,0,6,1
6b3eeb4a,17,6,17.33321562,87.00540286,5,16,86.50895702,3,5,Low,Premium,4,6,1
c259b58a,21,9,13.29413727,17.57471027,2,12,76.56122221,2,3,Low,Basic,1,3,1
399bcd8c,23,4,14.47763962,75.61688402,22,7,73.54693203,4,4,Medium,Premium,7,7,1
3bc9a738,4,11,11.6337601,9.591992599,5,9,64.50613661,5,3,High,Basic,2,3,1
18c9cad7,19,27,17.5675058,1.928445557,5,7,71.83188482,3,4,High,Basic,3,1,0
6edd8755,4,11,10.5887822,95.57378178,6,13,80.13726987,1,3,Low,Basic,1,5,1
5b242354,17,10,16.40041428,230.2081765,23,11,68.9376055,1,1,High,Basic,2,0,1
51c2e02b,22,17,18.46367292,229.160376,15,18,64.01191849,2,5,Low,Premium,0,6,1
acb4deed,1,24,14.38413406,5.691400683,2,8,87.59193255,2,4,Medium,Basic,2,0,1
5e9301ee,16,16,8.71968033,41.60682404,1,12,73.31520213,4,1,High,Basic,0,4,1
0e03ea13,3,26,13.46305159,43.11330743,8,16,62.85589143,2,3,Low,Basic,2,0,1
2de3ee16,12,16,12.60070844,122.6040294,24,12,88.16104458,4,5,Low,Basic,3,6,0
6b34ce99,19,8,13.38944815,84.80657565,10,12,72.20540122,5,4,Low,Basic,1,4,0
2e43e318,1,21,11.4521293,3.686061076,3,10,81.30571746,0,2,Low,Basic,1,6,0
ae039bc0,14,12,13.1495042,63.28850401,13,12,63.28183194,3,5,Low,Basic,2,4,1
4c3f310c,9,16,14.400154,89.62548289,3,24,69.95669904,2,5,Low,Premium,0,3,1
16173271,2,10,17.62112297,57.78868695,19,6,88.29668104,2,2,Medium,Basic,0,0,1
0d3f5b5f,16,13,15.06088494,15.97505299,10,11,81.65918619,4,5,Medium,Basic,1,2,0
7bc53803,7,11,17.417635,5.399935805,7,8,75.58251738,2,3,Medium,Basic,3,7,0
a61cd1a5,7,23,14.68482468,318.7227029,18,17,75.60958711,5,5,Low,Premium,1,3,1
55cb36d9,13,12,18.60969797,131.7844311,18,17,59.15637789,4,5,Low,Premium,1,7,1
d3c45407,19,29,14.25968094,197.8620044,16,7,84.50653778,4,5,Low,Basic,1,5,1
9b8c6be5,19,12,12.24878951,70.52885552,14,15,88.06585888,1,4,Low,Premium,2,0,1
fafff601,18,15,16.23558156,108.0563813,20,11,52.57731346,2,4,High,Basic,2,5,1
33d5885c,20,26,12.83519625,44.31061722,4,11,80.74795309,5,3,Medium,Basic,3,1,1
5b86a82a,6,12,13.62827409,41.78546066,6,9,73.98016884,4,1,Medium,Basic,0,0,0
2731148a,15,14,21.04691421,26.4427312,2,7,76.58149019,1,2,Low,Basic,2,3,0
c4f99587,22,26,15.14305707,117.3008576,4,18,62.6610915,6,5,Low,Basic,6,1,1
8915f63e,3,20,19.07480125,43.67660436,17,14,67.34968905,3,4,Low,Premium,1,7,1
3209db4b,2,5,20.63489628,12.25087792,6,9,70.81508468,4,2,High,Basic,0,4,1
231914f4,7,3,6.862949525,3.853754353,23,19,65.77880585,3,5,Low,Premium,1,3,1
bf406566,19,3,14.10255312,49.7068753,19,12,81.96597846,2,5,Medium,Premium,2,3,1
e28f90e7,10,22,12.84326244,175.5641083,15,11,66.53944726,1,5,Low,Basic,3,7,1
188c8d1c,6,13,14.78886993,20.00659228,7,17,76.5836291,4,5,Low,Premium,0,0,1
98efe81f,18,21,11.01774307,95.70998759,9,13,83.73568185,3,3,Low,Basic,1,5,0
f07bd94c,5,15,16.34831535,48.80841014,23,14,71.59946502,3,3,Medium,Basic,3,0,1
2b9fb4b0,20,19,16.69995473,24.44115845,9,13,73.27612335,2,5,Medium,Premium,2,7,1
5c9e1f85,20,20,9.331513242,75.94744273,24,8,98.0879382,7,4,Low,Basic,0,3,1
6af971f9,2,28,18.59573418,109.9160954,16,10,81.2424772,4,2,Medium,Basic,2,3,0
3709d928,22,10,15.93432131,130.7123184,17,13,71.67069282,3,5,Low,Premium,1,5,0
d1ce1ac9,5,18,15.22492375,52.27330915,23,18,76.32442913,3,3,Medium,Basic,1,3,0
e32bb218,20,22,9.457622725,12.20908381,14,15,69.94622534,3,5,Low,Basic,5,4,1
17700cad,20,29,19.0089892,69.2714908,8,13,65.01182651,3,5,High,Basic,4,0,1
24f3403b,8,26,19.88809654,5.61000968,11,10,65.89996356,3,3,High,Basic,1,6,0
d73a6451,5,20,15.80857422,9.149941913,7,12,75.2293805,2,5,Medium,Premium,3,1,0
ac0ea09f,20,26,15.3175634,10.46131747,15,9,62.17606829,3,2,Medium,Basic,2,6,1
bfb39756,16,22,18.86375463,89.10896344,5,10,71.75749355,4,5,Medium,Premium,2,0,1
e3498d41,3,24,17.86410113,97.20479216,2,11,68.77476275,4,5,High,Premium,2,7,0
29b93df0,13,7,20.73845889,2.741102515,19,13,82.58787851,3,4,Medium,Basic,0,5,1
199bc4e0,21,19,16.6882328,25.73622635,18,14,58.03372916,1,2,Low,Basic,3,7,1
d49376eb,6,14,14.54635272,56.17938871,4,11,71.70786297,4,3,Low,Basic,1,0,1
8ed837f7,4,9,14.92019287,45.16984434,2,8,65.11101037,3,4,Medium,Basic,3,7,0
c9205bfc,21,3,14.03950412,55.52830329,20,8,93.44721791,2,3,High,Basic,4,2,1
4630a965,21,1,14.78671998,84.12086669,10,11,81.55224145,7,4,Low,Basic,3,2,0
59de819d,10,5,15.57135438,6.080377991,3,17,80.13809004,3,5,Medium,Premium,4,2,1
8b0b3315,18,6,13.63341722,52.11267273,22,12,67.8777159,2,5,High,Premium,0,2,1
6a18423a,20,8,15.71937819,0.445776349,21,10,68.10313922,3,2,Medium,Basic,2,0,1
b978845c,18,11,20.14371542,39.21783422,8,13,77.71326873,2,5,Medium,Premium,1,3,0
79d7dfa7,12,16,18.29790346,79.08784262,14,14,77.95292521,2,3,High,Premium,0,5,0
ba413d35,3,19,18.82388308,33.44239749,12,5,76.32998649,3,3,Medium,Basic,2,4,1
af983cc8,12,16,11.79617983,41.53711773,14,9,72.21546176,6,5,Low,Premium,2,6,1
187238f1,12,3,13.80871095,59.70589529,18,14,62.99474069,2,5,Low,Basic,1,0,0
5d4a4d19,2,11,19.21699075,33.54904639,8,22,70.5763328,5,5,Low,Premium,3,3,1
84b69fad,23,11,13.28602988,63.20365494,19,8,61.41760107,3,4,High,Basic,0,6,1
c0770f3c,18,3,18.26148571,23.56404161,9,15,97.27156562,2,4,High,Premium,4,0,0
a09871e3,2,17,11.19385291,31.86388038,11,10,92.31998126,4,3,Medium,Basic,3,2,0
92ad2cd3,2,26,11.5430093,7.629191802,13,13,76.65035335,3,5,Medium,Basic,1,7,1
a160c75c,21,3,14.89887124,58.39814405,20,13,81.23553638,2,3,Medium,Premium,1,4,0
9.30E+86,21,3,12.67969964,45.05903006,20,8,84.04134959,5,4,Low,Basic,1,7,0
6018ca03,8,12,13.11624529,98.46024844,9,21,67.5072447,3,5,High,Premium,5,3,1
7d62d9fa,1,4,19.13896646,92.26472198,22,7,68.59133409,2,5,Medium,Basic,0,7,1
6170bd67,13,12,11.64558379,59.24257867,4,12,80.31143138,6,4,Low,Premium,5,0,0
2b1c2404,18,1,13.77632819,3.629769188,14,14,86.35078869,4,5,Medium,Basic,1,5,1
